,Date,Bitcoin,Gold,Gold_Can_Trade,Gold_Rate,Bitcoin_Rate
45,2016-10-26,651.45,1270.5,TRUE,0.000865801,-0.005925244
46,2016-10-27,682.22,1266.25,TRUE,-0.003356367,0.045102753
47,2016-10-28,687.68,1273,TRUE,0.005302435,0.007939739
48,2016-10-29,685.91,1273,FALSE,0,-0.002580513
49,2016-10-30,698,1273,FALSE,0,0.017320917
50,2016-10-31,702,1272,TRUE,-0.000786164,0.005698006
51,2016-11-1,697.01,1288.45,TRUE,0.012767279,-0.007159151
52,2016-11-2,733.33,1303.75,TRUE,0.011735379,0.049527498
53,2016-11-3,686.17,1301,TRUE,-0.002113759,-0.068729324
54,2016-11-4,683.69,1302.8,TRUE,0.00138164,-0.003627375
55,2016-11-5,704.79,1302.8,FALSE,0,0.029937996
56,2016-11-6,712,1302.8,FALSE,0,0.010126404
57,2016-11-7,709.96,1283.05,TRUE,-0.015393009,-0.002873401
58,2016-11-8,708.97,1282.35,TRUE,-0.000545873,-0.001396392
59,2016-11-9,720.93,1281.4,TRUE,-0.000741377,0.016589683
60,2016-11-10,721.5,1267.5,TRUE,-0.010966469,0.000790021
61,2016-11-11,715.45,1236.45,TRUE,-0.025112216,-0.008456216
62,2016-11-12,703.71,1236.45,FALSE,0,-0.016683009
63,2016-11-13,702.28,1236.45,FALSE,0,-0.002036225
64,2016-11-14,706.46,1213.6,TRUE,-0.018828279,0.005916825
65,2016-11-15,710.91,1226.95,TRUE,0.010880639,0.006259583
66,2016-11-16,711.73,1229.2,TRUE,0.001830459,0.001152122
67,2016-11-17,736.96,1226.75,TRUE,-0.001997147,0.034235237
68,2016-11-18,747.52,1211,TRUE,-0.01300578,0.014126712
69,2016-11-19,748.98,1211,FALSE,0,0.001949318
70,2016-11-20,729.06,1211,FALSE,0,-0.027322854
71,2016-11-21,738.53,1214.25,TRUE,0.002676549,0.01282277
72,2016-11-22,736.97,1212.25,TRUE,-0.001649825,-0.002116775
73,2016-11-23,741.63,1185.35,TRUE,-0.022693719,0.006283457
74,2016-11-24,737.45,1186.1,TRUE,0.000632324,-0.005668181
75,2016-11-25,735.64,1187.7,TRUE,0.001347142,-0.002460443
76,2016-11-26,733.67,1187.7,FALSE,0,-0.002685131
77,2016-11-27,727.96,1187.7,FALSE,0,-0.007843838
78,2016-11-28,727.31,1187,TRUE,-0.000589722,-0.000893704
79,2016-11-29,732.71,1186.55,TRUE,-0.000379251,0.007369901
80,2016-11-30,742.69,1178.1,TRUE,-0.007172566,0.013437639
81,2016-12-1,742.05,1161.85,TRUE,-0.013986315,-0.000862476
82,2016-12-2,772.43,1173.5,TRUE,0.009927567,0.039330425
83,2016-12-3,764.33,1173.5,FALSE,0,-0.010597517
84,2016-12-4,762.97,1173.5,FALSE,0,-0.001782508
85,2016-12-5,754.63,1162.2,TRUE,-0.009722939,-0.011051774
86,2016-12-6,756.62,1172.5,TRUE,0.008784648,0.002630118
87,2016-12-7,758.99,1177.65,TRUE,0.004373116,0.003122571
88,2016-12-8,769.72,1171.05,TRUE,-0.005635968,0.013940134
89,2016-12-9,770.02,1163.6,TRUE,-0.006402544,0.0003896
90,2016-12-10,769.08,1163.6,FALSE,0,-0.00122224
91,2016-12-11,777,1163.6,FALSE,0,0.01019305
92,2016-12-12,777,1156.1,TRUE,-0.006487328,0
93,2016-12-13,777.99,1158.55,TRUE,0.002114712,0.00127251
94,2016-12-14,774.89,1162.25,TRUE,0.00318348,-0.004000568
95,2016-12-15,776.75,1126.95,TRUE,-0.031323484,0.002394593
96,2016-12-16,775.88,1131.6,TRUE,0.004109226,-0.001121307
97,2016-12-17,788.7,1131.6,FALSE,0,0.016254596
98,2016-12-18,788.4,1131.6,FALSE,0,-0.000380518
99,2016-12-19,788.67,1136.25,TRUE,0.004092409,0.000342349
100,2016-12-20,793.09,1125.7,TRUE,-0.009371946,0.005573138
101,2016-12-21,824.21,1133.65,TRUE,0.007012746,0.037757368
102,2016-12-22,834.97,1131.35,TRUE,-0.002032969,0.012886691
103,2016-12-23,901.31,1131.35,FALSE,0,0.073603976
104,2016-12-24,891.61,1131.35,FALSE,0,-0.010879196
105,2016-12-25,892.6,1131.35,FALSE,0,0.001109119
106,2016-12-26,897.33,1131.35,FALSE,0,0.005271193
107,2016-12-27,930.37,1131.35,FALSE,0,0.035512753
108,2016-12-28,930.34,1134.6,TRUE,0.002864446,-3.22E-05
109,2016-12-29,963.38,1145.9,TRUE,0.009861244,0.034295916
110,2016-12-30,952.15,1145.9,FALSE,0,-0.01179436
111,2016-12-31,958.12,1145.9,FALSE,0,0.006230952
112,2017-1-1,997.72,1145.9,FALSE,0,0.039690494
113,2017-1-2,1015.97,1145.9,FALSE,0,0.017963129
114,2017-1-3,1013.42,1151,TRUE,0.00443093,-0.002516232
115,2017-1-4,1126.76,1164.25,TRUE,0.011380717,0.1005893
116,2017-1-5,994.67,1176.7,TRUE,0.010580437,-0.132797812
117,2017-1-6,999.65,1175.85,TRUE,-0.000722881,0.004981744
118,2017-1-7,896.83,1175.85,FALSE,0,-0.114648261
119,2017-1-8,908.14,1175.85,FALSE,0,0.012454027
120,2017-1-9,910.49,1178.5,TRUE,0.002248621,0.002581028
121,2017-1-10,906.05,1189.5,TRUE,0.009247583,-0.004900392
122,2017-1-11,785.22,1178.55,TRUE,-0.009291078,-0.153880441
123,2017-1-12,780.92,1205.05,TRUE,0.021990789,-0.005506326
124,2017-1-13,826.29,1190.35,TRUE,-0.012349309,0.054908083
125,2017-1-14,817.91,1190.35,FALSE,0,-0.010245626
126,2017-1-15,819.55,1190.35,FALSE,0,0.002001098
127,2017-1-16,830.5,1203,TRUE,0.010515378,0.013184828
128,2017-1-17,903.84,1216.05,TRUE,0.010731467,0.08114268
129,2017-1-18,906.6,1214.75,TRUE,-0.001070179,0.003044341
130,2017-1-19,895.798875,1196.05,TRUE,-0.015634798,-0.012057534
131,2017-1-20,893.6210875,1200.55,TRUE,0.003748282,-0.002437037
132,2017-1-21,895.64,1200.55,FALSE,0,0.002254156
133,2017-1-22,918.603625,1200.55,FALSE,0,0.024998405
134,2017-1-23,922.0736125,1212.85,TRUE,0.010141402,0.003763243
135,2017-1-24,919.97,1216.8,TRUE,0.00324622,-0.00228661
136,2017-1-25,893.045625,1195,TRUE,-0.018242678,-0.030148936
137,2017-1-26,915.95625,1189.7,TRUE,-0.004454905,0.025012794
138,2017-1-27,915.05,1184.85,TRUE,-0.004093345,-0.000990383
139,2017-1-28,920.31225,1184.85,FALSE,0,0.005717896
140,2017-1-29,915.933,1184.85,FALSE,0,-0.00478119
141,2017-1-30,912.19,1192.8,TRUE,0.00666499,-0.004103312
142,2017-1-31,964.706075,1212.8,TRUE,0.016490765,0.054437384
143,2017-2-1,979.703875,1203.65,TRUE,-0.007601878,0.015308503
144,2017-2-2,983.42,1221.95,TRUE,0.014976063,0.003778777
145,2017-2-3,1013.027,1215.2,TRUE,-0.005554641,0.029226269
146,2017-2-4,1030.999413,1215.2,FALSE,0,0.01743203
147,2017-2-5,1034.07,1215.2,FALSE,0,0.002969419
148,2017-2-6,1024.01375,1226.75,TRUE,0.009415121,-0.009820425
149,2017-2-7,1050.11,1231,TRUE,0.003452478,0.024850968
150,2017-2-8,1052.84,1242.1,TRUE,0.008936479,0.002592987
151,2017-2-9,976.103,1236.8,TRUE,-0.004285252,-0.078615679
152,2017-2-10,999.1035,1228.3,TRUE,-0.006920134,0.023021138
153,2017-2-11,997.59,1228.3,FALSE,0,-0.001517156
154,2017-2-12,1000.604625,1228.3,FALSE,0,0.003012803
155,2017-2-13,999.877375,1222.25,TRUE,-0.004949888,-0.000727339
156,2017-2-14,1001.2,1230.75,TRUE,0.006906358,0.00132104
157,2017-2-15,1012.325988,1224.4,TRUE,-0.005186214,0.010990519
158,2017-2-16,1035.208125,1240.55,TRUE,0.013018419,0.0221039
159,2017-2-17,1035.2,1241.95,TRUE,0.00112726,-7.85E-06
160,2017-2-18,1056.637138,1241.95,FALSE,0,0.020288079
161,2017-2-19,1052.779286,1241.95,FALSE,0,-0.003664445
162,2017-2-20,1050.87,1237.3,TRUE,-0.003758183,-0.001816862
163,2017-2-21,1123.788429,1233.2,TRUE,-0.003324684,0.064886261
164,2017-2-22,1123.223188,1236.65,TRUE,0.002789795,-0.000503231
165,2017-2-23,1130.01,1247.9,TRUE,0.009015145,0.006005975
166,2017-2-24,1174.86625,1253.65,TRUE,0.004586607,0.038179878
167,2017-2-25,1150.605714,1253.65,FALSE,0,-0.021085013
168,2017-2-26,1150.37,1253.65,FALSE,0,-0.000204903
169,2017-2-27,1190.75195,1257.2,TRUE,0.002823735,0.033912982
170,2017-2-28,1187.565286,1255.6,TRUE,-0.001274291,-0.002683359
171,2017-3-1,1190.89,1240.4,TRUE,-0.012254112,0.002791789
172,2017-3-2,1259.410817,1238.1,TRUE,-0.001857685,0.054407042
173,2017-3-3,1285.14,1226.5,TRUE,-0.009457807,0.020020529
174,2017-3-4,1287,1226.5,FALSE,0,0.001445221
175,2017-3-5,1270.9333,1226.5,FALSE,0,-0.012641655
176,2017-3-6,1275.197375,1230.95,TRUE,0.003615094,0.003343855
177,2017-3-7,1279.5,1216.65,TRUE,-0.011753586,0.003362739
178,2017-3-8,1157.3933,1209.2,TRUE,-0.006161098,-0.105501475
179,2017-3-9,1192.469143,1206.55,TRUE,-0.002196345,0.029414466
180,2017-3-10,1192.09,1202.65,TRUE,-0.003242839,-0.000318049
181,2017-3-11,1179.159875,1202.65,FALSE,0,-0.01096554
182,2017-3-12,1227.494625,1202.65,FALSE,0,0.039376751
183,2017-3-13,1227.68,1204.2,TRUE,0.001287162,0.000150996
184,2017-3-14,1245.370786,1204.6,TRUE,0.00033206,0.014205236
185,2017-3-15,1257.399625,1198.8,TRUE,-0.004838172,0.009566441
186,2017-3-16,1257,1229.35,TRUE,0.024850531,-0.00031792
187,2017-3-17,1091.171888,1229.6,TRUE,0.000203318,-0.151972493
188,2017-3-18,952.2323625,1229.6,FALSE,0,-0.145909266
189,2017-3-19,967.69,1229.6,FALSE,0,0.015973749
190,2017-3-20,1049.084488,1232.4,TRUE,0.00227199,0.077586209
191,2017-3-21,1118.630043,1241.6,TRUE,0.007409794,0.062170291
192,2017-3-22,1113,1249.05,TRUE,0.005964533,-0.005058439
193,2017-3-23,1038.789,1247.5,TRUE,-0.001242485,-0.071439917
194,2017-3-24,941.9197143,1247.5,TRUE,0,-0.102842402
195,2017-3-25,927.93,1247.5,FALSE,0,-0.01507626
196,2017-3-26,956.7863125,1247.5,FALSE,0,0.030159621
197,2017-3-27,1037.22925,1257.55,TRUE,0.00799173,0.077555601
198,2017-3-28,1041.04,1257.25,TRUE,-0.000238616,0.003660522
199,2017-3-29,1040.5755,1251.1,TRUE,-0.004915674,-0.000446388
200,2017-3-30,1037.90455,1248.8,TRUE,-0.001841768,-0.002573406
201,2017-3-31,1034.74,1244.85,TRUE,-0.003173073,-0.003058305
202,2017-4-1,1086.929571,1244.85,FALSE,0,0.048015596
203,2017-4-2,1099.169125,1244.85,FALSE,0,0.011135278
204,2017-4-3,1079.99,1247.25,TRUE,0.001924233,-0.017758614
205,2017-4-4,1141.600363,1257.65,TRUE,0.008269391,0.053968416
206,2017-4-5,1133.079314,1245.8,TRUE,-0.00951196,-0.007520258
207,2017-4-6,1133.53,1252.5,TRUE,0.005349301,0.000397595
208,2017-4-7,1190.45425,1266.45,TRUE,0.011015042,0.047817251
209,2017-4-8,1181.149838,1266.45,FALSE,0,-0.007877419
210,2017-4-9,1184.03,1266.45,FALSE,0,0.002432508
211,2017-4-10,1207.744875,1250.05,TRUE,-0.013119475,0.019635666
212,2017-4-11,1226.617038,1252.9,TRUE,0.002274723,0.015385538
213,2017-4-12,1219.09,1274.3,TRUE,0.016793534,-0.006174309
214,2017-4-13,1180.023713,1284.15,TRUE,0.007670443,-0.033106358
215,2017-4-14,1185.260057,1284.15,FALSE,0,0.004417886
216,2017-4-15,1170.36,1284.15,FALSE,0,-0.012731174
217,2017-4-16,1186.927413,1284.15,FALSE,0,0.013958236
218,2017-4-17,1205.634875,1284.15,FALSE,0,0.015516689
219,2017-4-18,1176.97,1278.95,TRUE,-0.004065835,-0.024354805
220,2017-4-19,1217.930088,1279.05,TRUE,7.82E-05,0.033630902
221,2017-4-20,1241.686325,1282.1,TRUE,0.00237891,0.019132237
222,2017-4-21,1236.63,1281.85,TRUE,-0.000195031,-0.004088794
223,2017-4-22,1261.311225,1281.85,FALSE,0,0.01956791
224,2017-4-23,1257.988113,1281.85,FALSE,0,-0.002641608
225,2017-4-24,1240.84,1269.4,TRUE,-0.009807783,-0.013819762
226,2017-4-25,1279.414688,1267.8,TRUE,-0.001262029,0.030150262
227,2017-4-26,1309.109875,1261.85,TRUE,-0.004715299,0.022683495
228,2017-4-27,1288.02,1262.8,TRUE,0.000752296,-0.016373872
229,2017-4-28,1331.294429,1266.45,TRUE,0.002882072,0.032505528
230,2017-4-29,1334.979038,1266.45,FALSE,0,0.00276005
231,2017-4-30,1333,1266.45,FALSE,0,-0.00148465
232,2017-5-1,1417.172813,1266.45,FALSE,0,0.059394883
233,2017-5-2,1452.076288,1255.45,TRUE,-0.008761799,0.024036943
234,2017-5-3,1447.55,1250.3,TRUE,-0.004119011,-0.003126861
235,2017-5-4,1508.292125,1228.45,TRUE,-0.017786642,0.040272122
236,2017-5-5,1533.335071,1228.05,TRUE,-0.00032572,0.016332338
237,2017-5-6,1518.75,1228.05,FALSE,0,-0.009603339
238,2017-5-7,1535.868429,1228.05,FALSE,0,0.011145765
239,2017-5-8,1640.619225,1229.8,TRUE,0.001422996,0.063848329
240,2017-5-9,1651.1,1220.4,TRUE,-0.007702393,0.006347753
241,2017-5-10,1762.88625,1222.95,TRUE,0.002085122,0.063410926
242,2017-5-11,1820.990563,1223.15,TRUE,0.000163512,0.03190808
243,2017-5-12,1829,1231.25,TRUE,0.00657868,0.004379134
244,2017-5-13,1771.920013,1231.25,FALSE,0,-0.032213636
245,2017-5-14,1776.3165,1231.25,FALSE,0,0.002475058
246,2017-5-15,1780,1233.3,TRUE,0.001662207,0.002069382
247,2017-5-16,1739.031975,1234.2,TRUE,0.000729217,-0.023557948
248,2017-5-17,1807.485063,1257.4,TRUE,0.018450771,0.037872008
249,2017-5-18,1783.98,1255.9,TRUE,-0.001194363,-0.013175631
250,2017-5-19,1961.520488,1252,TRUE,-0.003115016,0.090511666
251,2017-5-20,2052.909788,1252,FALSE,0,0.044516959
252,2017-5-21,2008.84,1252,FALSE,0,-0.021937928
253,2017-5-22,2090.662313,1258.85,TRUE,0.005441474,0.03913703
254,2017-5-23,2287.710288,1260.2,TRUE,0.001071259,0.086133273
255,2017-5-24,2256.32,1252.55,TRUE,-0.006107541,-0.013912161
256,2017-5-25,2387.206286,1256.95,TRUE,0.003500537,0.054828226
257,2017-5-26,2211.976857,1265.05,TRUE,0.006402909,-0.079218473
258,2017-5-27,2279.82,1265.05,FALSE,0,0.029758114
259,2017-5-28,2192.9808,1265.05,FALSE,0,-0.039598705
260,2017-5-29,2275.9307,1265.05,FALSE,0,0.036446584
261,2017-5-30,2290.02,1262.7,TRUE,-0.001861091,0.006152479
262,2017-5-31,2285.933914,1266.2,TRUE,0.002764176,-0.001787491
263,2017-6-1,2399.242671,1264.85,TRUE,-0.00106732,0.047226885
264,2017-6-2,2409.93,1274.95,TRUE,0.007921879,0.004434705
265,2017-6-3,2525.765158,1274.95,FALSE,0,0.045861413
266,2017-6-4,2516.173143,1274.95,FALSE,0,-0.003812144
267,2017-6-5,2529.53,1279.95,TRUE,0.003906403,0.005280371
268,2017-6-6,2883.313697,1293.5,TRUE,0.010475454,0.122700384
269,2017-6-7,2664.920863,1291,TRUE,-0.001936483,-0.081950964
270,2017-6-8,2683.03,1273.1,TRUE,-0.014060168,0.00674951
271,2017-6-9,2827.4913,1266.55,TRUE,-0.005171529,0.051091687
272,2017-6-10,2845.372857,1266.55,FALSE,0,0.006284434
273,2017-6-11,2898.63,1266.55,FALSE,0,0.018373212
274,2017-6-12,2657.675063,1266.4,TRUE,-0.000118446,-0.090663806
275,2017-6-13,2748.185086,1262,TRUE,-0.003486529,0.032934471
276,2017-6-14,2706,1275.5,TRUE,0.010584085,-0.015589463
277,2017-6-15,2442.48025,1254.55,TRUE,-0.016699215,-0.107890228
278,2017-6-16,2464.959814,1255.4,TRUE,0.000677075,0.009119647
279,2017-6-17,2477.94,1255.4,FALSE,0,0.005238297
280,2017-6-18,2507.389252,1255.4,FALSE,0,0.011744986
281,2017-6-19,2617.210263,1248.15,TRUE,-0.005808597,0.041961096
282,2017-6-20,2600,1242.2,TRUE,-0.004789889,-0.006619332
283,2017-6-21,2671.04325,1242.5,TRUE,0.000241449,0.026597566
284,2017-6-22,2727.288013,1250.8,TRUE,0.006635753,0.020622964
285,2017-6-23,2713.48,1255.7,TRUE,0.003902206,-0.005088673
286,2017-6-24,2589.164888,1255.7,FALSE,0,-0.048013594
287,2017-6-25,2512.366286,1255.7,FALSE,0,-0.030568235
288,2017-6-26,2502.03,1245.25,TRUE,-0.008391889,-0.00413116
289,2017-6-27,2517.903114,1249.55,TRUE,0.003441239,0.0063041
290,2017-6-28,2585.349186,1248,TRUE,-0.001241987,0.0260878
291,2017-6-29,2558.3,1243.5,TRUE,-0.003618818,-0.010573109
292,2017-6-30,2477.641375,1242.25,TRUE,-0.001006239,-0.0325546
293,2017-7-1,2501.191343,1242.25,FALSE,0,0.0094155
294,2017-7-2,2421.26,1242.25,FALSE,0,-0.033012292
295,2017-7-3,2561.225429,1229.25,TRUE,-0.010575554,0.054647837
296,2017-7-4,2599.729838,1223.75,TRUE,-0.004494382,0.014810927
297,2017-7-5,2598.89,1220.3,TRUE,-0.002827174,-0.000323153
298,2017-7-6,2609.96775,1224.9,TRUE,0.003755409,0.004244401
299,2017-7-7,2491.201214,1215.65,TRUE,-0.007609098,-0.047674405
300,2017-7-8,2502.86,1215.65,FALSE,0,0.004658185
301,2017-7-9,2536.238938,1215.65,FALSE,0,0.013160802
302,2017-7-10,2366.170143,1211.9,TRUE,-0.003094315,-0.071875134
303,2017-7-11,2327.09,1211.05,TRUE,-0.00070187,-0.016793568
304,2017-7-12,2385.748571,1218.8,TRUE,0.006358713,0.024587072
305,2017-7-13,2354.783417,1218.9,TRUE,8.20E-05,-0.013149895
306,2017-7-14,2338.49,1230.3,TRUE,0.009266033,-0.006967495
307,2017-7-15,2058.9956,1230.3,FALSE,0,-0.135743078
308,2017-7-16,1931.2143,1230.3,FALSE,0,-0.066166298
309,2017-7-17,1910.96,1234.1,TRUE,0.003079167,-0.010599018
310,2017-7-18,2320.12225,1240.75,TRUE,0.005359661,0.176353746
311,2017-7-19,2264.7657,1242.15,TRUE,0.001127078,-0.024442506
312,2017-7-20,2265.21,1238.7,TRUE,-0.002785178,0.000196141
313,2017-7-21,2682.195363,1248.55,TRUE,0.007889151,0.155464202
314,2017-7-22,2807.609857,1248.55,FALSE,0,0.044669488
315,2017-7-23,2825.51,1248.55,FALSE,0,0.00633519
316,2017-7-24,2751.821029,1255.55,TRUE,0.005575246,-0.026778257
317,2017-7-25,2560.997917,1254.4,TRUE,-0.000916773,-0.074511233
318,2017-7-26,2564.3,1248.1,TRUE,-0.005047672,0.001287713
319,2017-7-27,2647.625,1261.1,TRUE,0.010308461,0.031471602
320,2017-7-28,2781.636583,1264.9,TRUE,0.00300419,0.048177244
321,2017-7-29,2784.8,1264.9,FALSE,0,0.001135958
322,2017-7-30,2745.955417,1264.9,FALSE,0,-0.014146108
323,2017-7-31,2866.431667,1267.55,TRUE,0.002090647,0.042030044
324,2017-8-1,2862.9,1270.95,TRUE,0.002675164,-0.001233598
325,2017-8-2,2693.633983,1269.6,TRUE,-0.001063327,-0.062839279
326,2017-8-3,2794.117717,1268.1,TRUE,-0.001182872,0.035962599
327,2017-8-4,2790,1257.7,TRUE,-0.008269063,-0.001475884
328,2017-8-5,3218.115017,1257.7,FALSE,0,0.133032851
329,2017-8-6,3252.562533,1257.7,FALSE,0,0.010590885
330,2017-8-7,3210.2,1258,TRUE,0.000238474,-0.013196229
331,2017-8-8,3457.374333,1261.8,TRUE,0.003011571,0.071491921
332,2017-8-9,3357.326317,1271.05,TRUE,0.007277448,-0.029799908
333,2017-8-10,3340.28,1284.4,TRUE,0.010393958,-0.00510326
334,2017-8-11,3632.506667,1286.1,TRUE,0.001321826,0.080447662
335,2017-8-12,3852.802914,1286.1,FALSE,0,0.057178177
336,2017-8-13,3868.52,1286.1,FALSE,0,0.004062816
337,2017-8-14,4282.992,1282.3,TRUE,-0.002963425,0.096771603
338,2017-8-15,4217.028329,1270.3,TRUE,-0.009446587,-0.015642217
339,2017-8-16,4179.97,1272.75,TRUE,0.001924966,-0.008865693
340,2017-8-17,4328.725717,1285.15,TRUE,0.009648679,0.034364782
341,2017-8-18,4130.440067,1295.8,TRUE,0.008218861,-0.048005938
342,2017-8-19,4104.71,1295.8,FALSE,0,-0.006268425
343,2017-8-20,4157.958033,1295.8,FALSE,0,0.012806294
344,2017-8-21,4043.722,1292.9,TRUE,-0.00224302,-0.028250219
345,2017-8-22,3986.28,1284.2,TRUE,-0.006774646,-0.014409926
346,2017-8-23,4174.95,1286.65,TRUE,0.00190417,0.04519096
347,2017-8-24,4340.316717,1289,TRUE,0.001823119,0.03810015
348,2017-8-25,4331.77,1285.3,TRUE,-0.002878705,-0.001973031
349,2017-8-26,4360.513317,1285.3,FALSE,0,0.006591728
350,2017-8-27,4354.308333,1285.3,FALSE,0,-0.001425022
351,2017-8-28,4339.05,1285.3,FALSE,0,-0.003516515
352,2017-8-29,4607.98545,1318.65,TRUE,0.025291017,0.058362912
353,2017-8-30,4594.98785,1308.5,TRUE,-0.007756974,-0.002828647
354,2017-8-31,4582.52,1311.75,TRUE,0.002477606,-0.002720741
355,2017-9-1,4911.740017,1320.4,TRUE,0.006551045,0.067027167
356,2017-9-2,4580.38748,1320.4,FALSE,0,-0.072341595
357,2017-9-3,4585.57,1320.4,FALSE,0,0.00113018
358,2017-9-4,4344.098317,1333.1,TRUE,0.009526667,-0.055586146
359,2017-9-5,4488.72014,1335.55,TRUE,0.00183445,0.032218944
360,2017-9-6,4385.02,1337.85,TRUE,0.001719176,-0.023648727
361,2017-9-7,4654.6585,1343.5,TRUE,0.004205434,0.05792874
362,2017-9-8,4310.750183,1346.25,TRUE,0.002042711,-0.079779227
363,2017-9-9,4312.26,1346.25,FALSE,0,0.000350122
364,2017-9-10,4329.955,1346.25,FALSE,0,0.004086648
365,2017-9-11,4248.090017,1334.2,TRUE,-0.009031629,-0.019271009
366,2017-9-12,4198.59,1326.5,TRUE,-0.005804749,-0.011789676
367,2017-9-13,3961.271267,1327.55,TRUE,0.000790931,-0.05990974
368,2017-9-14,3319.63,1324.55,TRUE,-0.00226492,-0.193286983
369,2017-9-15,3216.43,1322.85,TRUE,-0.001285104,-0.032085262
370,2017-9-16,3763.62604,1322.85,FALSE,0,0.145390651
371,2017-9-17,3746.060783,1322.85,FALSE,0,-0.004688994
372,2017-9-18,3678.53,1312.1,TRUE,-0.008192973,-0.01835809
373,2017-9-19,3943.413333,1309.6,TRUE,-0.00190898,0.06717108
374,2017-9-20,3977.561667,1311.3,TRUE,0.001296423,0.008585243
375,2017-9-21,3894.48,1292.1,TRUE,-0.014859531,-0.021333186
376,2017-9-22,3637.50255,1294.8,TRUE,0.002085264,-0.070646672
377,2017-9-23,3776.3869,1294.8,FALSE,0,0.036777045
378,2017-9-24,3777.62,1294.8,FALSE,0,0.000326422
379,2017-9-25,3942.555,1293.3,TRUE,-0.001159824,0.041834546
380,2017-9-26,3910.307383,1300.05,TRUE,0.005192108,-0.008246824
381,2017-9-27,3881,1282.55,TRUE,-0.013644692,-0.007551503
382,2017-9-28,4201.98905,1283.35,TRUE,0.000623369,0.076389787
383,2017-9-29,4193.574667,1283.1,TRUE,-0.000194841,-0.002006494
384,2017-9-30,4164.27,1283.1,FALSE,0,-0.007037168
385,2017-10-1,4360.722967,1283.1,FALSE,0,0.04505055
386,2017-10-2,4386.88375,1273.7,TRUE,-0.007380074,0.005963409
387,2017-10-3,4394.07,1271.25,TRUE,-0.001927237,0.001635443
388,2017-10-4,4225.175,1274.25,TRUE,0.002354326,-0.039973492
389,2017-10-5,4338.852,1274.5,TRUE,0.000196155,0.026199787
390,2017-10-6,4318.58,1261.8,TRUE,-0.010064987,-0.004694136
391,2017-10-7,4376.191667,1261.8,FALSE,0,0.013164795
392,2017-10-8,4602.280883,1261.8,FALSE,0,0.049125471
